english_sentence,korean_sentence
"robber, robbery; strength, intensity; solidity","강도"
"to steal (common), swipe, lift; wipe (clean), mop; fumble (for something out of view)","훔치다"
"suspect (person who may have commited a crime)","용의자"
"criminal, culprit, suspect; ordinary person","범인"
"to refuse, deny, reject (formal situations/demands, suggestions, official offers)","거부하다"
"to refuse, decline, reject (more common for gifts, requests, etc)","거절하다"
"to cancel, withdraw, revoke, take back","취소하다"
"to (firmly) reject, decline, refuse; set aside, leave out; wither (away)","고사하다"
"examination (old fashioned); refusal; ancient event; withering; spiritual offering","고사"
"exam, test","시험"
"performance, acting","연기"
"to delay, postpone, put off, defer (formal/official events); act, perform","연기하다"
"to delay, postpone, put off, procrastinate; shift blame; guess, judge, infer","미루다"
"to be delayed, behind, overdue; no match for, overpowered","밀리다"
"to postpone, put off, defer, hold off (not do something immediately)","보류하다"
"to breathe, take a breath (common)","숨쉬다"
"to breathe, (respirate); be in tune with (formal/less common)","호흡하다"
"news, news (from people you know); light eating","소식"
"news","뉴스"
"news article; driver, chauffeur; engineer","기사"
"the press, the media (publicizing an idea or fact through media)","언론"
"media; medium (the entity that delivers facts or ideas)","매체"
"communication, correspondence; report, dispatch","통신"
"report, coverage (media); sidewalk, pavement","보도"
"sidewalk; human obligations; transfer, handing over; guidance; India","인도"
"to date","데이트하다"
"to date, go out (with); make friends with, keep company with","사귀다"
"(behavior/act of) dating; (be in) love, romance, romantic relationship (with)","연애"
"lover, gf/bf","애인"
"love","사랑"
"date","데이트"
"appetite; taste of rice","밥맛"
"one's appetite, taste","입맛"
"taste, liking, preference (more common/casual, think likes and dislikes)","취향"
"taste, preference (for) (formal instances/less common, think consumer preference); sign, symbol","기호"
"to be contrary (to a standard or expectation), at cross purposes; go amiss; be dislocated, out of step","어긋나다"
"to go against, upstream, defy, disobey; give change, make change","거스르다"
"on the contrary, instead, rather (slightly more common for IRL situations)","도리어"
"rather (than), preferably (this second option is better), instead; on the contrary","오히려"
"rather, preferably, better (than), preferably (second option is not perfect but slightly better), in preference","차라리"
"to prefer","선호하다"
"not...but...; instead of; except, but;","말고"
"on the other hand, expression that indicates that facts in the first and second state are opposites","반면에"
"to be black","검다"
"to be black; distant; countless","까맣다"
"to be white; in swarms, crowds; up all night","하얗다"
"to be white, fair","희다"
"to know","알다"
"to understand (situation, position, or listen/read), grasp","이해하다"
"to (listen/read and ) understand (got it), comprehend, follow; hear out, recognize, see","알아듣다"
"to figure out, grasp, understand, comprehend, identify","파악하다"
"to realize, perceive, understand; find out, become conscious of","깨닫다"
"to try, give it a chance; to experience; fight","해보다"
"to try, attempt","시도하다"
"to pray; attempt, try","기도하다"
"to wear, put on, throw (something) on; exend (from one thing to another), stretch; drink","걸치다"
"to wear; suffer, sustain; receive, get","입다"
"to feel, experience; sense, realize, become aware of; think, know","느끼다"
"to experience (general and more of the collective experience you have doing something)","경험하다"
"experience (more of a physical/one time experience that you did something)","체험"
"to undergo, suffer, go through, experience (something difficult or important) (common); get to know","겪다"
"to experience, encounter, suffer, undergo, receive (something bad)","당하다"
"to bear, endure, tolerate, put up with; withstand, perservere (something painful, not good)","견디다"
"to tolerate, leave as is, leave alone, leave out of it (not as common)","가만두다"
"to endure, bear, suppress, hold back, restrain oneself (from doing), tolerate (shorter term things)","참다"
"to endure, hold out, withstand; support, resist, hold, not give in","버티다"
"to put in/on, insert, pack, add, include, deposit (more general); obtain","넣다"
"to put into, stick (something) into","꽂다"
"to put into, put something into something (closer to storing something), incorporate; bottle, box (up)","담다"
"to be put in, be included, incorporated; soaked","담기다"
"to lay, put down, place; to let go; have done something before hand","놓다"
"to be put, placed; feel relieved; lie down; be built","놓이다"
"to put, place, lay; leave (behind, as is); add, put; park; establish; have","두다"
"to leave (as is), leave alone","놓아두다"
"to leave something with someone, entrust, deposit, assign, delegate","맡기다"
"to injure, harm, damage, hurt","해치다"
"damage, harm (physical, reputation, property, money)","피해"
"damage, loss (money, property, etc, mental/state of doing harm)","손해"
"injury, wound; prize; emergence, floating","부상"
"injury, wound, cut, bruise; scar; losing one's wife","상처"
"symptom (less common); tax increase","증세"
"symptom","증상"
"feeling, emotion; grudge, animosity; appraisal, valuation, expert opinion","감정"
"feeling, sensation, sense, hunch, impression","느낌"
"sense, sensation, feeling; sense (of), taste","감각"
"sense, wit; reading (sensing) the atmosphere or people's faces","눈치"
"sixth sense, gut feeling, intuition; sensual","육감"
"mood, feeling; atmosphere","기분"
"atmosphere, mood","분위기"
"environment (nature); environment, situation, condition, circumstances","환경"
"air, atmosphere; atmosphere (mood); bowl","공기"
"public (attached); the air (standlone noun), midair","공중"
"human being, person, mankind","인간"
"humanity, mankind","인류"
"people, ethnic group, race","민족"
"the public, people, citizen","국민"
"citizen; city dweller","시민"
"the (general) public; being public, being popular; crowd, mass, party","대중"
"population","인구"
"popularity; public interest","인기"
"the people, the public, subjects (old fashion)","백성"
"person, individual, character, figure; look, appearance","인물"
"individual, each person","개인"
"adult, grown-up, someone of legal age (formal); saint","성인"
"adult (handles the resp. of an adult); one's senior","어른"
"spirit, force","기세"
"force, strength, energy; authority, power, influence, effort","힘"
"energy, power","에너지"
"energy, vitality, strength, force; atmosphere, air, feeling; effect, influence, touch","기운"
"vigor, energy, vitality, spirit (a force that gives you strength to achieve something)","원기"
"to pass (an exam)","패스하다"
"to pass an exam, get accepted, pass inspection, become qualified","합격하다"
"to be hot (weather)","덥다"
"to be hot (objects) (still temperature)","뜨겁다"
"warmth","온기"
"to be stifling, humid, muggy (due to the temperature/climate humidity)","무덥다"
"to be unpleasant, disagreeable,uncomfortable, displeasing","불쾌하다"
"to be unhappy, unfortunate, not happy","불행하다"
"to feel suffocated, be stuffy, stifling, cramped; feel frustrated, worried","답답하다"
"to be angry, mad","화나다"
"to be upset, distressed, annoyed; be upsetting, distressing","속상하다"
"to be disappointed (by)","실망하다"
"to disappoint","실망시키다"
"to be disappointed in love, heartbroken; demonstrate, act out how to do something","실연하다"
"to be pitiful, pathetic, poor","불쌍하다"
"to be pathetic, pitiful (fall far short of expectation)","한심하다"
"despair, hopelessness","절망"
"to be dizzy, light-headed; in disorder, confused; indecent, improper","어지럽다"
"to confuse (a with b), mix up","혼동하다"
"to be dazed, lose one's senses (one's mind), blank","얼빠지다"
"simple, easy","간단한"
"to be simple, easy (brief)","간단하다"
"to be simple, not complicated, straightforward; naive","단순하다"
"easily, simply, without difficulty","쉽게"
"elementary (beginning) level","초급"
"to be simple (and honest), unsophisticated; mistreat","소박하다"
"beginner, novice (a person who does something at an entry level)","초보자"
"to be different","다르다"
"different, other","다른"
"other, completely different; another","딴"
